support,itemsets
0.04370896663369008,daily_ai_tool_usage_hrs=medio + internship_experience=2 + placement_anxiety_score=alto + sleep_hours=medio
0.04370896663369008,ai_replaces_own_thinking_score=bajo + burnout_cat=alto + interview_anxiety_score=alto + stress_level=medio
0.04370896663369008,burnout_cat=alto + fear_of_job_loss_to_ai=alto + placement_anxiety_score=alto + social_media_hrs_per_day=bajo
0.04370896663369008,burnout_cat=alto + placement_anxiety_score=alto + social_media_hrs_per_day=bajo + weekly_job_application_count=alto
0.04370896663369008,career_clarity_score=medio + college_tier=tier_3 + interview_anxiety_score=medio + stream=cs/it
0.04370896663369008,daily_study_hours=medio + degree_type=b.tech/b.e. + stress_level=alto
0.04370896663369008,seeks_career_counseling=no + sleep_hours=alto + social_media_hrs_per_day=bajo
0.04370896663369008,career_clarity_score=alto + placement_anxiety_score=medio + sleep_hours=medio + stress_level=medio
0.04370896663369008,career_clarity_score=medio + daily_ai_tool_usage_hrs=medio + internship_experience=2 + motivation_score=medio
0.04370896663369008,career_clarity_score=alto + social_media_hrs_per_day=medio + stream=cs/it + weekly_job_application_count=alto
0.04370896663369008,burnout_cat=medio + daily_study_hours=bajo + fear_of_job_loss_to_ai=medio
0.04370896663369008,ai_dependency_score=bajo + burnout_cat=medio + fear_of_job_loss_to_ai=bajo
0.04370896663369008,burnout_cat=medio + interview_anxiety_score=bajo + social_media_hrs_per_day=medio
0.04370896663369008,daily_ai_tool_usage_hrs=bajo + daily_study_hours=bajo + sleep_hours=medio
0.04370896663369008,ai_replaces_own_thinking_score=bajo + college_tier=tier_3 + stream=engineering_(non-cs) + stress_level=medio
0.04370896663369008,ai_dependency_score=bajo + motivation_score=alto + resume_confidence_score=medio
0.04370896663369008,ai_dependency_score=alto + fear_of_job_loss_to_ai=alto + motivation_score=bajo + social_media_hrs_per_day=alto
0.04370896663369008,internship_experience=1 + interview_anxiety_score=alto + motivation_score=bajo + stream=cs/it
0.04370896663369008,ai_replaces_own_thinking_score=bajo + motivation_score=bajo + placement_anxiety_score=alto + social_media_hrs_per_day=medio
0.04370896663369008,ai_dependency_score=medio + degree_type=b.sc/b.a/b.com + interview_anxiety_score=alto + stress_level=medio
0.04370896663369008,ai_replaces_own_thinking_score=medio + interview_anxiety_score=alto + seeks_career_counseling=si + social_media_hrs_per_day=medio
0.04370896663369008,burnout_cat=medio + college_tier=tier_2 + resume_confidence_score=medio + social_media_hrs_per_day=medio
0.04370896663369008,daily_study_hours=medio + fear_of_job_loss_to_ai=alto + stream=cs/it + uses_ai_for_assignments=frequently
0.04370896663369008,ai_dependency_score=bajo + daily_study_hours=medio + resume_confidence_score=medio + uses_ai_for_assignments=rarely
0.04370896663369008,daily_ai_tool_usage_hrs=alto + interview_anxiety_score=alto + motivation_score=medio + resume_confidence_score=bajo
0.04370896663369008,ai_replaces_own_thinking_score=bajo + burnout_cat=medio + degree_type=b.sc/b.a/b.com + fear_of_job_loss_to_ai=alto
0.04370896663369008,burnout_cat=medio + daily_ai_tool_usage_hrs=alto + daily_study_hours=medio + social_media_hrs_per_day=medio
0.04370896663369008,ai_dependency_score=medio + daily_study_hours=medio + interview_anxiety_score=alto + seeks_career_counseling=si
0.04370896663369008,burnout_cat=medio + career_clarity_score=medio + college_tier=tier_2 + stream=cs/it
0.04370896663369008,burnout_cat=alto + daily_study_hours=medio + social_media_hrs_per_day=medio + stream=cs/it
0.04370896663369008,career_clarity_score=bajo + interview_anxiety_score=alto + social_media_hrs_per_day=medio + stress_level=medio
0.04370896663369008,college_tier=tier_2 + internship_experience=2 + resume_confidence_score=medio + stress_level=medio
0.04370896663369008,burnout_cat=medio + college_tier=tier_2 + internship_experience=2 + stress_level=medio
0.04370896663369008,ai_dependency_score=bajo + interview_anxiety_score=medio + social_media_hrs_per_day=medio
0.04370896663369008,career_clarity_score=medio + daily_ai_tool_usage_hrs=medio + social_media_hrs_per_day=medio + uses_ai_for_assignments=sometimes
0.04370896663369008,interview_anxiety_score=medio + placement_anxiety_score=medio + seeks_career_counseling=si
0.04370896663369008,ai_dependency_score=alto + degree_type=m.tech/m.sc
0.04370896663369008,ai_replaces_own_thinking_score=bajo + career_clarity_score=alto + resume_confidence_score=medio + uses_ai_for_assignments=rarely
0.04370896663369008,ai_dependency_score=medio + interview_anxiety_score=medio + stress_level=medio + uses_ai_for_assignments=rarely
0.04370896663369008,daily_study_hours=bajo + sleep_hours=medio + stream=cs/it + uses_ai_for_assignments=sometimes
0.04370896663369008,ai_replaces_own_thinking_score=medio + burnout_cat=medio + seeks_career_counseling=no + social_media_hrs_per_day=alto
0.04370896663369008,college_tier=tier_3 + fear_of_job_loss_to_ai=alto + social_media_hrs_per_day=medio + uses_ai_for_assignments=sometimes
0.04370896663369008,college_tier=tier_3 + internship_experience=1 + seeks_career_counseling=si + sleep_hours=medio
0.04370896663369008,college_tier=tier_2 + social_media_hrs_per_day=medio + stream=cs/it + stress_level=medio
0.04370896663369008,daily_ai_tool_usage_hrs=bajo + interview_anxiety_score=alto + sleep_hours=medio + weekly_job_application_count=alto
0.04370896663369008,career_clarity_score=medio + college_tier=tier_2 + daily_ai_tool_usage_hrs=alto + daily_study_hours=medio
0.04370896663369008,degree_type=b.tech/b.e. + fear_of_job_loss_to_ai=medio + placement_anxiety_score=medio + seeks_career_counseling=no
0.04370896663369008,daily_study_hours=bajo + degree_type=b.sc/b.a/b.com + interview_anxiety_score=alto + sleep_hours=medio
0.04370896663369008,seeks_career_counseling=no + sleep_hours=bajo + social_media_hrs_per_day=medio
0.04370896663369008,internship_experience=2 + placement_anxiety_score=bajo + seeks_career_counseling=no + sleep_hours=medio
0.04370896663369008,ai_dependency_score=alto + daily_study_hours=bajo + interview_anxiety_score=alto + stream=cs/it
0.04370896663369008,ai_dependency_score=alto + sleep_hours=medio + social_media_hrs_per_day=bajo
0.04370896663369008,ai_dependency_score=medio + fear_of_job_loss_to_ai=alto + seeks_career_counseling=no + social_media_hrs_per_day=alto
0.04370896663369008,ai_replaces_own_thinking_score=medio + internship_experience=2 + sleep_hours=medio + social_media_hrs_per_day=medio
0.04370896663369008,fear_of_job_loss_to_ai=bajo + placement_anxiety_score=medio + stress_level=medio
0.04370896663369008,burnout_cat=medio + sleep_hours=medio + stream=cs/it + uses_ai_for_assignments=rarely
0.04370896663369008,ai_replaces_own_thinking_score=bajo + resume_confidence_score=medio + stream=cs/it + uses_ai_for_assignments=rarely
0.04370896663369008,career_clarity_score=medio + daily_ai_tool_usage_hrs=alto + fear_of_job_loss_to_ai=alto + seeks_career_counseling=si
0.04370896663369008,ai_replaces_own_thinking_score=medio + daily_study_hours=medio + motivation_score=medio + resume_confidence_score=bajo
0.04370896663369008,ai_replaces_own_thinking_score=bajo + career_clarity_score=medio + placement_anxiety_score=bajo
0.04370896663369008,burnout_cat=medio + daily_ai_tool_usage_hrs=alto + interview_anxiety_score=medio + stream=cs/it
0.04370896663369008,motivation_score=bajo + resume_confidence_score=bajo + sleep_hours=bajo
0.04361903048835327,fear_of_job_loss_to_ai=medio + stress_level=medio + uses_ai_for_assignments=rarely + weekly_job_application_count=alto
0.04361903048835327,daily_ai_tool_usage_hrs=medio + interview_anxiety_score=bajo + motivation_score=medio + seeks_career_counseling=no
0.04361903048835327,ai_replaces_own_thinking_score=medio + daily_study_hours=medio + degree_type=b.sc/b.a/b.com + fear_of_job_loss_to_ai=alto
0.04361903048835327,ai_replaces_own_thinking_score=medio + college_tier=tier_2 + interview_anxiety_score=alto + sleep_hours=medio
0.04361903048835327,resume_confidence_score=medio + social_media_hrs_per_day=medio + stress_level=medio + uses_ai_for_assignments=rarely
0.04361903048835327,career_clarity_score=bajo + degree_type=b.tech/b.e. + uses_ai_for_assignments=rarely
0.04361903048835327,college_tier=tier_3 + fear_of_job_loss_to_ai=alto + stream=cs/it + stress_level=alto
0.04361903048835327,career_clarity_score=medio + daily_ai_tool_usage_hrs=alto + seeks_career_counseling=si + weekly_job_application_count=alto
0.04361903048835327,burnout_cat=medio + placement_anxiety_score=medio + uses_ai_for_assignments=sometimes + weekly_job_application_count=alto
0.04361903048835327,burnout_cat=medio + placement_anxiety_score=medio + sleep_hours=medio + uses_ai_for_assignments=sometimes
0.04361903048835327,placement_anxiety_score=medio + stream=cs/it + uses_ai_for_assignments=sometimes + weekly_job_application_count=alto
0.04361903048835327,ai_dependency_score=alto + burnout_cat=alto + college_tier=tier_3 + stress_level=medio
0.04361903048835327,ai_dependency_score=medio + ai_replaces_own_thinking_score=medio + motivation_score=medio + resume_confidence_score=bajo
0.04361903048835327,daily_ai_tool_usage_hrs=medio + degree_type=b.tech/b.e. + fear_of_job_loss_to_ai=medio + seeks_career_counseling=no
0.04361903048835327,internship_experience=3 + motivation_score=medio + seeks_career_counseling=no + stress_level=medio
0.04361903048835327,placement_anxiety_score=medio + uses_ai_for_assignments=never
0.04361903048835327,ai_dependency_score=bajo + burnout_cat=medio + placement_anxiety_score=alto + weekly_job_application_count=alto
0.04361903048835327,daily_ai_tool_usage_hrs=bajo + fear_of_job_loss_to_ai=alto + seeks_career_counseling=no
0.04361903048835327,ai_dependency_score=bajo + fear_of_job_loss_to_ai=alto + placement_anxiety_score=alto + sleep_hours=medio
0.04361903048835327,degree_type=b.tech/b.e. + social_media_hrs_per_day=medio + stream=engineering_(non-cs)
0.04361903048835327,burnout_cat=medio + college_tier=tier_3 + daily_study_hours=bajo + uses_ai_for_assignments=rarely
0.04361903048835327,daily_study_hours=bajo + placement_anxiety_score=alto + sleep_hours=medio + uses_ai_for_assignments=rarely
0.04361903048835327,ai_replaces_own_thinking_score=bajo + resume_confidence_score=bajo + social_media_hrs_per_day=alto + stress_level=medio
0.04361903048835327,college_tier=tier_3 + daily_study_hours=bajo + seeks_career_counseling=no + uses_ai_for_assignments=sometimes
0.04361903048835327,degree_type=m.tech/m.sc + social_media_hrs_per_day=bajo
0.04361903048835327,career_clarity_score=alto + internship_experience=2 + seeks_career_counseling=no + stress_level=medio
0.04361903048835327,ai_dependency_score=bajo + burnout_cat=medio + fear_of_job_loss_to_ai=alto + weekly_job_application_count=alto
0.04361903048835327,daily_ai_tool_usage_hrs=alto + seeks_career_counseling=no + social_media_hrs_per_day=alto + weekly_job_application_count=alto
0.04361903048835327,burnout_cat=medio + interview_anxiety_score=bajo + seeks_career_counseling=no + stress_level=medio
0.04361903048835327,daily_ai_tool_usage_hrs=alto + interview_anxiety_score=alto + resume_confidence_score=bajo + uses_ai_for_assignments=sometimes
0.04361903048835327,ai_replaces_own_thinking_score=medio + seeks_career_counseling=si + sleep_hours=medio + social_media_hrs_per_day=medio
0.04361903048835327,ai_dependency_score=medio + daily_ai_tool_usage_hrs=alto + degree_type=b.sc/b.a/b.com
0.04361903048835327,ai_dependency_score=alto + career_clarity_score=medio + motivation_score=bajo + sleep_hours=medio
0.04361903048835327,ai_replaces_own_thinking_score=bajo + daily_ai_tool_usage_hrs=bajo + interview_anxiety_score=alto + sleep_hours=medio
0.04361903048835327,daily_study_hours=bajo + internship_experience=1 + stream=cs/it + stress_level=medio
0.04361903048835327,college_tier=tier_3 + daily_study_hours=medio + motivation_score=medio + social_media_hrs_per_day=bajo
0.04361903048835327,ai_replaces_own_thinking_score=bajo + fear_of_job_loss_to_ai=bajo + uses_ai_for_assignments=rarely + weekly_job_application_count=alto
0.04361903048835327,career_clarity_score=medio + resume_confidence_score=bajo + seeks_career_counseling=si + stress_level=medio
0.04361903048835327,ai_dependency_score=bajo + burnout_cat=medio + daily_ai_tool_usage_hrs=medio + daily_study_hours=medio
0.04361903048835327,daily_ai_tool_usage_hrs=alto + motivation_score=medio + stress_level=medio + uses_ai_for_assignments=frequently
0.04361903048835327,ai_replaces_own_thinking_score=bajo + daily_ai_tool_usage_hrs=alto + uses_ai_for_assignments=sometimes + weekly_job_application_count=alto
0.04361903048835327,career_clarity_score=bajo + daily_study_hours=bajo + degree_type=b.sc/b.a/b.com
0.04361903048835327,interview_anxiety_score=alto + social_media_hrs_per_day=alto + stream=cs/it + stress_level=medio
0.04361903048835327,ai_replaces_own_thinking_score=medio + daily_ai_tool_usage_hrs=alto + seeks_career_counseling=no + social_media_hrs_per_day=alto
0.04361903048835327,internship_experience=3 + placement_anxiety_score=bajo
0.04361903048835327,daily_ai_tool_usage_hrs=alto + internship_experience=3 + sleep_hours=medio
0.04361903048835327,internship_experience=1 + resume_confidence_score=bajo + seeks_career_counseling=no + uses_ai_for_assignments=sometimes
0.04361903048835327,daily_ai_tool_usage_hrs=medio + daily_study_hours=bajo + internship_experience=0 + resume_confidence_score=bajo
0.04361903048835327,daily_study_hours=medio + placement_anxiety_score=alto + seeks_career_counseling=si + stress_level=alto
0.04361903048835327,internship_experience=0 + interview_anxiety_score=alto + resume_confidence_score=bajo + seeks_career_counseling=si
0.04361903048835327,burnout_cat=alto + motivation_score=medio + placement_anxiety_score=alto + sleep_hours=medio
0.04361903048835327,college_tier=tier_3 + daily_ai_tool_usage_hrs=alto + daily_study_hours=medio + motivation_score=medio
0.04361903048835327,career_clarity_score=alto + college_tier=tier_3 + seeks_career_counseling=no + social_media_hrs_per_day=medio
0.04361903048835327,ai_dependency_score=medio + burnout_cat=medio + fear_of_job_loss_to_ai=medio + stress_level=medio
0.04361903048835327,career_clarity_score=alto + fear_of_job_loss_to_ai=alto + social_media_hrs_per_day=medio + weekly_job_application_count=alto
0.04361903048835327,ai_dependency_score=medio + college_tier=tier_2 + sleep_hours=medio + uses_ai_for_assignments=sometimes
0.04361903048835327,motivation_score=medio + stress_level=medio + uses_ai_for_assignments=frequently
0.04361903048835327,career_clarity_score=bajo + motivation_score=bajo + sleep_hours=medio + social_media_hrs_per_day=alto
0.04361903048835327,burnout_cat=alto + internship_experience=2 + seeks_career_counseling=no + weekly_job_application_count=alto
0.04361903048835327,ai_dependency_score=alto + interview_anxiety_score=medio + stream=cs/it + weekly_job_application_count=alto
0.04361903048835327,degree_type=b.sc/b.a/b.com + interview_anxiety_score=alto + resume_confidence_score=medio
0.04361903048835327,ai_replaces_own_thinking_score=medio + daily_ai_tool_usage_hrs=alto + daily_study_hours=bajo + degree_type=b.tech/b.e.
0.04361903048835327,college_tier=tier_2 + daily_study_hours=bajo + seeks_career_counseling=no + sleep_hours=medio
0.04361903048835327,college_tier=tier_2 + daily_study_hours=bajo + motivation_score=bajo + sleep_hours=medio
0.04361903048835327,fear_of_job_loss_to_ai=medio + placement_anxiety_score=alto + resume_confidence_score=bajo + weekly_job_application_count=alto
0.04361903048835327,daily_study_hours=medio + internship_experience=1 + uses_ai_for_assignments=sometimes
0.04361903048835327,daily_study_hours=medio + motivation_score=medio + sleep_hours=medio + stress_level=bajo
0.04361903048835327,ai_replaces_own_thinking_score=bajo + burnout_cat=alto + interview_anxiety_score=alto + stream=cs/it
0.04361903048835327,seeks_career_counseling=no + social_media_hrs_per_day=medio + stream=arts/sciences
0.04361903048835327,college_tier=tier_2 + daily_study_hours=medio + internship_experience=3 + resume_confidence_score=medio
0.04361903048835327,college_tier=tier_2 + interview_anxiety_score=medio + resume_confidence_score=bajo + seeks_career_counseling=no
0.04361903048835327,burnout_cat=bajo + resume_confidence_score=bajo + seeks_career_counseling=no + sleep_hours=medio
0.04361903048835327,ai_replaces_own_thinking_score=bajo + daily_ai_tool_usage_hrs=medio + interview_anxiety_score=medio + stream=cs/it
0.04361903048835327,daily_ai_tool_usage_hrs=bajo + placement_anxiety_score=medio + uses_ai_for_assignments=never
0.04361903048835327,ai_dependency_score=medio + internship_experience=2 + motivation_score=bajo + weekly_job_application_count=alto
0.04361903048835327,ai_dependency_score=alto + burnout_cat=alto + uses_ai_for_assignments=frequently + weekly_job_application_count=alto
0.04361903048835327,degree_type=b.tech/b.e. + placement_anxiety_score=medio + sleep_hours=medio + uses_ai_for_assignments=rarely
0.04361903048835327,daily_ai_tool_usage_hrs=bajo + motivation_score=medio + seeks_career_counseling=no + weekly_job_application_count=alto
0.04361903048835327,interview_anxiety_score=alto + motivation_score=medio + seeks_career_counseling=no + uses_ai_for_assignments=rarely
0.04361903048835327,career_clarity_score=medio + motivation_score=bajo + seeks_career_counseling=si + sleep_hours=medio
0.04361903048835327,interview_anxiety_score=medio + sleep_hours=medio + stress_level=bajo + weekly_job_application_count=alto
0.04361903048835327,ai_replaces_own_thinking_score=bajo + fear_of_job_loss_to_ai=alto + stream=engineering_(non-cs) + stress_level=medio
0.04361903048835327,motivation_score=bajo + stream=cs/it + stress_level=alto + weekly_job_application_count=alto
0.04361903048835327,ai_replaces_own_thinking_score=bajo + placement_anxiety_score=alto + seeks_career_counseling=no + social_media_hrs_per_day=bajo
0.04361903048835327,career_clarity_score=bajo + college_tier=tier_3 + resume_confidence_score=bajo + social_media_hrs_per_day=medio
0.04361903048835327,burnout_cat=medio + college_tier=tier_2 + daily_study_hours=medio + resume_confidence_score=bajo
0.04361903048835327,ai_dependency_score=bajo + burnout_cat=medio + interview_anxiety_score=medio + seeks_career_counseling=no
0.04361903048835327,college_tier=tier_3 + fear_of_job_loss_to_ai=alto + stream=cs/it + uses_ai_for_assignments=frequently
0.04361903048835327,burnout_cat=alto + internship_experience=2 + resume_confidence_score=bajo + weekly_job_application_count=alto
0.04361903048835327,daily_ai_tool_usage_hrs=medio + internship_experience=2 + seeks_career_counseling=no + uses_ai_for_assignments=sometimes
0.04361903048835327,motivation_score=medio + resume_confidence_score=bajo + sleep_hours=medio + social_media_hrs_per_day=alto
0.04361903048835327,ai_replaces_own_thinking_score=medio + burnout_cat=medio + degree_type=b.sc/b.a/b.com + sleep_hours=medio
0.04361903048835327,ai_dependency_score=bajo + motivation_score=medio + sleep_hours=medio + social_media_hrs_per_day=medio
0.04361903048835327,degree_type=b.sc/b.a/b.com + fear_of_job_loss_to_ai=alto + placement_anxiety_score=medio + seeks_career_counseling=no
0.04361903048835327,ai_dependency_score=medio + ai_replaces_own_thinking_score=medio + internship_experience=2 + sleep_hours=medio
0.04361903048835327,ai_dependency_score=medio + daily_study_hours=medio + degree_type=b.tech/b.e. + uses_ai_for_assignments=sometimes
0.04361903048835327,burnout_cat=medio + degree_type=b.tech/b.e. + interview_anxiety_score=alto + social_media_hrs_per_day=medio
0.04361903048835327,burnout_cat=medio + internship_experience=3 + social_media_hrs_per_day=medio
0.04361903048835327,ai_replaces_own_thinking_score=medio + daily_study_hours=medio + fear_of_job_loss_to_ai=medio
0.04361903048835327,burnout_cat=medio + college_tier=tier_1 + fear_of_job_loss_to_ai=alto
0.04361903048835327,ai_dependency_score=medio + ai_replaces_own_thinking_score=medio + daily_study_hours=medio + resume_confidence_score=bajo
0.04361903048835327,ai_dependency_score=bajo + daily_ai_tool_usage_hrs=bajo + daily_study_hours=medio + seeks_career_counseling=no
0.04361903048835327,college_tier=tier_2 + daily_ai_tool_usage_hrs=medio + degree_type=b.tech/b.e. + fear_of_job_loss_to_ai=alto
0.04361903048835327,degree_type=b.tech/b.e. + interview_anxiety_score=medio + resume_confidence_score=medio + stream=cs/it
0.04361903048835327,burnout_cat=alto + motivation_score=bajo + resume_confidence_score=bajo + uses_ai_for_assignments=rarely
0.04361903048835327,college_tier=tier_3 + social_media_hrs_per_day=medio + stress_level=alto
0.04361903048835327,college_tier=tier_3 + internship_experience=2 + stream=cs/it + stress_level=medio
0.04361903048835327,daily_study_hours=medio + interview_anxiety_score=alto + stream=cs/it + stress_level=alto
0.04361903048835327,ai_dependency_score=medio + daily_study_hours=medio + interview_anxiety_score=alto + resume_confidence_score=medio
0.04361903048835327,burnout_cat=bajo + placement_anxiety_score=medio + sleep_hours=medio
0.04361903048835327,internship_experience=0 + interview_anxiety_score=alto + motivation_score=bajo + placement_anxiety_score=alto
0.04361903048835327,ai_replaces_own_thinking_score=bajo + burnout_cat=medio + career_clarity_score=medio + fear_of_job_loss_to_ai=medio
0.04361903048835327,internship_experience=2 + resume_confidence_score=bajo + social_media_hrs_per_day=alto
0.04361903048835327,ai_dependency_score=medio + ai_replaces_own_thinking_score=bajo + daily_study_hours=bajo + interview_anxiety_score=alto
0.04361903048835327,fear_of_job_loss_to_ai=medio + motivation_score=medio + seeks_career_counseling=no + social_media_hrs_per_day=medio
0.04361903048835327,daily_study_hours=medio + internship_experience=3 + seeks_career_counseling=no + stream=cs/it
0.04361903048835327,ai_dependency_score=medio + ai_replaces_own_thinking_score=bajo + burnout_cat=medio + daily_study_hours=bajo
0.04361903048835327,ai_replaces_own_thinking_score=bajo + interview_anxiety_score=alto + uses_ai_for_assignments=never
0.04361903048835327,ai_replaces_own_thinking_score=bajo + burnout_cat=medio + seeks_career_counseling=si + stress_level=medio
0.04361903048835327,ai_replaces_own_thinking_score=bajo + daily_ai_tool_usage_hrs=bajo + interview_anxiety_score=alto + uses_ai_for_assignments=never
0.04361903048835327,daily_study_hours=medio + fear_of_job_loss_to_ai=medio + sleep_hours=medio + social_media_hrs_per_day=medio
0.04361903048835327,career_clarity_score=bajo + placement_anxiety_score=alto + sleep_hours=medio + uses_ai_for_assignments=rarely
0.04361903048835327,burnout_cat=alto + daily_ai_tool_usage_hrs=medio + interview_anxiety_score=medio
0.04361903048835327,ai_dependency_score=bajo + ai_replaces_own_thinking_score=bajo + burnout_cat=medio + college_tier=tier_2
0.04361903048835327,ai_dependency_score=alto + placement_anxiety_score=alto + seeks_career_counseling=no + stream=cs/it
0.04361903048835327,burnout_cat=alto + degree_type=b.tech/b.e. + interview_anxiety_score=medio
0.04361903048835327,career_clarity_score=alto + daily_study_hours=medio + interview_anxiety_score=bajo
0.04361903048835327,college_tier=tier_3 + daily_ai_tool_usage_hrs=alto + placement_anxiety_score=medio + seeks_career_counseling=no
0.04361903048835327,ai_replaces_own_thinking_score=bajo + internship_experience=2 + interview_anxiety_score=bajo
0.04361903048835327,ai_replaces_own_thinking_score=bajo + stress_level=medio + uses_ai_for_assignments=never + weekly_job_application_count=alto
0.04361903048835327,ai_dependency_score=alto + ai_replaces_own_thinking_score=medio + stream=cs/it + uses_ai_for_assignments=always
0.04361903048835327,college_tier=tier_2 + daily_ai_tool_usage_hrs=alto + placement_anxiety_score=alto + weekly_job_application_count=alto
0.04361903048835327,fear_of_job_loss_to_ai=alto + seeks_career_counseling=si + sleep_hours=bajo
0.04352909434301646,ai_replaces_own_thinking_score=bajo + career_clarity_score=medio + stream=cs/it + uses_ai_for_assignments=rarely
0.04352909434301646,burnout_cat=medio + college_tier=tier_2 + fear_of_job_loss_to_ai=alto + placement_anxiety_score=medio
0.04352909434301646,daily_study_hours=bajo + placement_anxiety_score=medio + seeks_career_counseling=no + stress_level=medio
0.04352909434301646,daily_ai_tool_usage_hrs=alto + fear_of_job_loss_to_ai=alto + sleep_hours=bajo
0.04352909434301646,daily_ai_tool_usage_hrs=alto + sleep_hours=bajo + weekly_job_application_count=alto
0.04352909434301646,career_clarity_score=bajo + daily_ai_tool_usage_hrs=medio + seeks_career_counseling=no + uses_ai_for_assignments=rarely
0.04352909434301646,ai_dependency_score=alto + college_tier=tier_3 + daily_study_hours=medio + weekly_job_application_count=alto
0.04352909434301646,interview_anxiety_score=alto + motivation_score=medio + resume_confidence_score=medio + stress_level=medio
0.04352909434301646,college_tier=tier_3 + fear_of_job_loss_to_ai=alto + placement_anxiety_score=medio + resume_confidence_score=medio
0.04352909434301646,daily_study_hours=medio + fear_of_job_loss_to_ai=bajo + interview_anxiety_score=bajo
0.04352909434301646,college_tier=tier_3 + daily_ai_tool_usage_hrs=medio + stream=engineering_(non-cs) + uses_ai_for_assignments=rarely
0.04352909434301646,ai_replaces_own_thinking_score=bajo + college_tier=tier_2 + resume_confidence_score=medio + social_media_hrs_per_day=bajo
0.04352909434301646,career_clarity_score=medio + daily_ai_tool_usage_hrs=alto + daily_study_hours=medio + placement_anxiety_score=medio
0.04352909434301646,daily_study_hours=bajo + internship_experience=2 + interview_anxiety_score=alto
0.04352909434301646,seeks_career_counseling=si + uses_ai_for_assignments=frequently + weekly_job_application_count=alto
0.04352909434301646,burnout_cat=alto + career_clarity_score=bajo + degree_type=b.tech/b.e. + weekly_job_application_count=alto
0.04352909434301646,daily_ai_tool_usage_hrs=alto + seeks_career_counseling=si + uses_ai_for_assignments=frequently + weekly_job_application_count=alto
0.04352909434301646,ai_dependency_score=bajo + placement_anxiety_score=medio + resume_confidence_score=bajo
0.04352909434301646,ai_replaces_own_thinking_score=bajo + burnout_cat=medio + daily_ai_tool_usage_hrs=medio + stream=engineering_(non-cs)
0.04352909434301646,burnout_cat=medio + career_clarity_score=medio + college_tier=tier_2 + daily_ai_tool_usage_hrs=medio
0.04352909434301646,internship_experience=3 + interview_anxiety_score=bajo + resume_confidence_score=medio
0.04352909434301646,ai_dependency_score=medio + seeks_career_counseling=si + uses_ai_for_assignments=sometimes + weekly_job_application_count=alto
0.04352909434301646,career_clarity_score=medio + daily_study_hours=medio + placement_anxiety_score=alto + uses_ai_for_assignments=rarely
0.04352909434301646,career_clarity_score=medio + degree_type=b.tech/b.e. + placement_anxiety_score=medio + social_media_hrs_per_day=medio
0.04352909434301646,internship_experience=3 + seeks_career_counseling=no + uses_ai_for_assignments=sometimes
0.04352909434301646,burnout_cat=alto + degree_type=b.sc/b.a/b.com + fear_of_job_loss_to_ai=alto + stress_level=medio
0.04352909434301646,ai_replaces_own_thinking_score=bajo + burnout_cat=medio + fear_of_job_loss_to_ai=alto + uses_ai_for_assignments=sometimes
0.04352909434301646,seeks_career_counseling=si + social_media_hrs_per_day=alto + stream=cs/it + weekly_job_application_count=alto
0.04352909434301646,motivation_score=bajo + stream=cs/it + uses_ai_for_assignments=frequently + weekly_job_application_count=alto
0.04352909434301646,internship_experience=3 + placement_anxiety_score=medio + sleep_hours=medio + weekly_job_application_count=alto
0.04352909434301646,internship_experience=3 + seeks_career_counseling=no + stress_level=bajo
0.04352909434301646,degree_type=b.sc/b.a/b.com + fear_of_job_loss_to_ai=medio + stress_level=medio
0.04352909434301646,career_clarity_score=medio + resume_confidence_score=medio + seeks_career_counseling=si + weekly_job_application_count=alto
0.04352909434301646,sleep_hours=medio + stream=arts/sciences + stress_level=medio + weekly_job_application_count=alto
0.04352909434301646,ai_dependency_score=medio + degree_type=m.tech/m.sc + resume_confidence_score=bajo
0.04352909434301646,ai_replaces_own_thinking_score=medio + burnout_cat=alto + internship_experience=2 + weekly_job_application_count=alto
0.04352909434301646,burnout_cat=medio + degree_type=b.tech/b.e. + placement_anxiety_score=medio + stream=cs/it
0.04352909434301646,internship_experience=3 + sleep_hours=medio + uses_ai_for_assignments=rarely
0.04352909434301646,burnout_cat=bajo + daily_ai_tool_usage_hrs=medio + motivation_score=medio
0.04352909434301646,career_clarity_score=alto + fear_of_job_loss_to_ai=alto + placement_anxiety_score=medio
0.04352909434301646,ai_dependency_score=medio + burnout_cat=alto + college_tier=tier_3 + seeks_career_counseling=si
0.04352909434301646,burnout_cat=alto + daily_ai_tool_usage_hrs=medio + sleep_hours=medio + stream=cs/it
0.04352909434301646,ai_dependency_score=bajo + fear_of_job_loss_to_ai=alto + uses_ai_for_assignments=rarely + weekly_job_application_count=alto
0.04352909434301646,daily_study_hours=medio + degree_type=b.tech/b.e. + motivation_score=bajo + stress_level=medio
0.04352909434301646,burnout_cat=medio + fear_of_job_loss_to_ai=bajo + motivation_score=medio + seeks_career_counseling=no
0.04352909434301646,ai_replaces_own_thinking_score=bajo + daily_ai_tool_usage_hrs=medio + degree_type=b.sc/b.a/b.com + interview_anxiety_score=alto
0.04352909434301646,fear_of_job_loss_to_ai=alto + internship_experience=2 + motivation_score=bajo + stream=cs/it
0.04352909434301646,career_clarity_score=alto + college_tier=tier_3 + motivation_score=medio + sleep_hours=medio
0.04352909434301646,career_clarity_score=medio + degree_type=b.sc/b.a/b.com + social_media_hrs_per_day=medio + stress_level=medio
